"date","country","yield"
2015-05-01,"AT",0.73
2015-04-01,"AT",0.29
2015-03-01,"AT",0.37
2015-02-01,"AT",0.44
2015-01-01,"AT",0.54
2014-12-01,"AT",0.81
2014-11-01,"AT",0.98
2014-10-01,"AT",1.1
2014-09-01,"AT",1.22
2014-08-01,"AT",1.28
2014-07-01,"AT",1.47
2014-06-01,"AT",1.65
2014-05-01,"AT",1.62
2014-04-01,"AT",1.77
2014-03-01,"AT",1.87
2014-02-01,"AT",1.95
2014-01-01,"AT",2.13
2013-12-01,"AT",2.17
2013-11-01,"AT",2.08
2013-10-01,"AT",2.19
2013-09-01,"AT",2.34
2013-08-01,"AT",2.22
2013-07-01,"AT",2.06
2013-06-01,"AT",2.04
2013-05-01,"AT",1.75
2013-04-01,"AT",1.64
2013-03-01,"AT",1.75
2013-02-01,"AT",1.96
2013-01-01,"AT",1.92
2012-12-01,"AT",1.77
2012-11-01,"AT",1.85
2012-10-01,"AT",2.02
2012-09-01,"AT",2.04
2012-08-01,"AT",1.97
2012-07-01,"AT",2.07
2012-06-01,"AT",2.29
2012-05-01,"AT",2.49
2012-04-01,"AT",2.83
2012-03-01,"AT",2.87
2012-02-01,"AT",3
2012-01-01,"AT",3.27
2011-12-01,"AT",3.1
2011-11-01,"AT",3.36
2011-10-01,"AT",2.92
2011-09-01,"AT",2.64
2011-08-01,"AT",2.84
2011-07-01,"AT",3.35
2011-06-01,"AT",3.43
2011-05-01,"AT",3.53
2011-04-01,"AT",3.76
2011-03-01,"AT",3.68
2011-02-01,"AT",3.68
2011-01-01,"AT",3.54
2010-12-01,"AT",3.43
2010-11-01,"AT",3.01
2010-10-01,"AT",2.82
2010-09-01,"AT",2.8
2010-08-01,"AT",2.77
2010-07-01,"AT",3.07
2010-06-01,"AT",3.2
2010-05-01,"AT",3.21
2010-04-01,"AT",3.46
2010-03-01,"AT",3.53
2010-02-01,"AT",3.66
2010-01-01,"AT",3.75
2009-12-01,"AT",3.61
2009-11-01,"AT",3.6
2009-10-01,"AT",3.65
2009-09-01,"AT",3.75
2009-08-01,"AT",3.76
2009-07-01,"AT",4.04
2009-06-01,"AT",4.32
2009-05-01,"AT",4.1
2009-04-01,"AT",4.04
2009-03-01,"AT",4.16
2009-02-01,"AT",4.21
2009-01-01,"AT",4
2008-12-01,"AT",3.9
2008-11-01,"AT",4.19
2008-10-01,"AT",4.33
2008-09-01,"AT",4.46
2008-08-01,"AT",4.48
2008-07-01,"AT",4.78
2008-06-01,"AT",4.8
2008-05-01,"AT",4.48
2008-04-01,"AT",4.34
2008-03-01,"AT",4.14
2008-02-01,"AT",4.18
2008-01-01,"AT",4.22
2007-12-01,"AT",4.35
2007-11-01,"AT",4.21
2007-10-01,"AT",4.4
2007-09-01,"AT",4.33
2007-08-01,"AT",4.38
2007-07-01,"AT",4.59
2007-06-01,"AT",4.63
2007-05-01,"AT",4.33
2007-04-01,"AT",4.21
2007-03-01,"AT",3.99
2007-02-01,"AT",4.09
2007-01-01,"AT",4.06
2006-12-01,"AT",3.81
2006-11-01,"AT",3.76
2006-10-01,"AT",3.83
2006-09-01,"AT",3.79
2006-08-01,"AT",3.92
2006-07-01,"AT",4.05
2006-06-01,"AT",4.03
2006-05-01,"AT",4.03
2006-04-01,"AT",3.92
2006-03-01,"AT",3.65
2006-02-01,"AT",3.48
2006-01-01,"AT",3.33
2005-12-01,"AT",3.36
2005-11-01,"AT",3.48
2005-10-01,"AT",3.27
2005-09-01,"AT",3.12
2005-08-01,"AT",3.28
2005-07-01,"AT",3.27
2005-06-01,"AT",3.23
2005-05-01,"AT",3.41
2005-04-01,"AT",3.5
2005-03-01,"AT",3.7
2005-02-01,"AT",3.55
2005-01-01,"AT",3.56
2004-12-01,"AT",3.63
2004-11-01,"AT",3.84
2004-10-01,"AT",3.97
2004-09-01,"AT",4.09
2004-08-01,"AT",4.15
2004-07-01,"AT",4.31
2004-06-01,"AT",4.42
2004-05-01,"AT",4.37
2004-04-01,"AT",4.24
2004-03-01,"AT",4.05
2004-02-01,"AT",4.23
2004-01-01,"AT",4.27
2003-12-01,"AT",4.38
2003-11-01,"AT",4.44
2003-10-01,"AT",4.32
2003-09-01,"AT",4.24
2003-08-01,"AT",4.22
2003-07-01,"AT",4.06
2003-06-01,"AT",3.76
2003-05-01,"AT",3.85
2003-04-01,"AT",4.16
2003-03-01,"AT",4.03
2003-02-01,"AT",4.01
2003-01-01,"AT",4.22
2002-12-01,"AT",4.43
2002-11-01,"AT",4.62
2002-10-01,"AT",4.64
2002-09-01,"AT",4.57
2002-08-01,"AT",4.77
2002-07-01,"AT",5.06
2002-06-01,"AT",5.22
2002-05-01,"AT",5.37
2002-04-01,"AT",5.35
2002-03-01,"AT",5.36
2002-02-01,"AT",5.12
2002-01-01,"AT",5.06
2001-12-01,"AT",4.95
2001-11-01,"AT",4.7
2001-10-01,"AT",4.85
2001-09-01,"AT",5.08
2001-08-01,"AT",5.1
2001-07-01,"AT",5.29
2001-06-01,"AT",5.27
2001-05-01,"AT",5.34
2001-04-01,"AT",5.16
2001-03-01,"AT",5.01
2001-02-01,"AT",5.1
2001-01-01,"AT",5.1
2000-12-01,"AT",5.21
2000-11-01,"AT",5.46
2000-10-01,"AT",5.52
2000-09-01,"AT",5.57
2000-08-01,"AT",5.54
2000-07-01,"AT",5.6
2000-06-01,"AT",5.52
2000-05-01,"AT",5.66
2000-04-01,"AT",5.49
2000-03-01,"AT",5.59
2000-02-01,"AT",5.77
2000-01-01,"AT",5.75
1999-12-01,"AT",5.35
1999-11-01,"AT",5.27
1999-10-01,"AT",5.53
1999-09-01,"AT",5.27
1999-08-01,"AT",5.1
1999-07-01,"AT",4.87
1999-06-01,"AT",4.54
1999-05-01,"AT",4.21
1999-04-01,"AT",4.03
1999-03-01,"AT",4.16
1999-02-01,"AT",3.98
1999-01-01,"AT",3.84
1998-12-01,"AT",4.05
1998-11-01,"AT",4.33
1998-10-01,"AT",4.3
1998-09-01,"AT",4.31
1998-08-01,"AT",4.62
1998-07-01,"AT",4.83
1998-06-01,"AT",4.89
1998-05-01,"AT",5.03
1998-04-01,"AT",4.97
1998-03-01,"AT",4.97
1998-02-01,"AT",5.07
1998-01-01,"AT",5.19
1997-12-01,"AT",5.4
1997-11-01,"AT",5.63
1997-10-01,"AT",5.62
1997-09-01,"AT",5.63
1997-08-01,"AT",5.7
1997-07-01,"AT",5.61
1997-06-01,"AT",5.78
1997-05-01,"AT",5.79
1997-04-01,"AT",5.9
1997-03-01,"AT",5.71
1997-02-01,"AT",5.58
1997-01-01,"AT",5.84
1996-12-01,"AT",5.86
1996-11-01,"AT",5.95
1996-10-01,"AT",6.06
1996-09-01,"AT",6.3
1996-08-01,"AT",6.41
1996-07-01,"AT",6.58
1996-06-01,"AT",6.63
1996-05-01,"AT",6.45
1996-04-01,"AT",6.43
1996-03-01,"AT",6.55
1996-02-01,"AT",6.44
1996-01-01,"AT",6.21
1995-12-01,"AT",6.47
1995-11-01,"AT",6.76
1995-10-01,"AT",6.96
1995-09-01,"AT",6.88
1995-08-01,"AT",7
1995-07-01,"AT",7.11
1995-06-01,"AT",7.05
1995-05-01,"AT",7.13
1995-04-01,"AT",7.37
1995-03-01,"AT",7.51
1995-02-01,"AT",7.65
1995-01-01,"AT",7.72
1994-12-01,"AT",7.63
1994-11-01,"AT",7.72
1994-10-01,"AT",7.69
1994-09-01,"AT",7.57
1994-08-01,"AT",7.2
1994-07-01,"AT",7.12
1994-06-01,"AT",7.41
1994-05-01,"AT",6.97
1994-04-01,"AT",6.67
1994-03-01,"AT",6.45
1994-02-01,"AT",6.06
1994-01-01,"AT",5.81
1993-12-01,"AT",6.04
1993-11-01,"AT",6.18
1993-10-01,"AT",6.26
1993-09-01,"AT",6.44
1993-08-01,"AT",6.6
1993-07-01,"AT",6.75
1993-06-01,"AT",6.99
1993-05-01,"AT",7.06
1993-04-01,"AT",6.93
1993-03-01,"AT",6.86
1993-02-01,"AT",7.13
1993-01-01,"AT",7.22
2015-05-01,"BE",0.86
2015-04-01,"BE",0.42
2015-03-01,"BE",0.49
2015-02-01,"BE",0.63
2015-01-01,"BE",0.73
2014-12-01,"BE",0.91
2014-11-01,"BE",1.07
2014-10-01,"BE",1.18
2014-09-01,"BE",1.3
2014-08-01,"BE",1.4
2014-07-01,"BE",1.61
2014-06-01,"BE",1.83
2014-05-01,"BE",1.99
2014-04-01,"BE",2.16
2014-03-01,"BE",2.26
2014-02-01,"BE",2.4
2014-01-01,"BE",2.45
2013-12-01,"BE",2.43
2013-11-01,"BE",2.42
2013-10-01,"BE",2.57
2013-09-01,"BE",2.75
2013-08-01,"BE",2.65
2013-07-01,"BE",2.54
2013-06-01,"BE",2.44
2013-05-01,"BE",2.06
2013-04-01,"BE",2.04
2013-03-01,"BE",2.25
2013-02-01,"BE",2.46
2013-01-01,"BE",2.31
2012-12-01,"BE",2.1
2012-11-01,"BE",2.29
2012-10-01,"BE",2.44
2012-09-01,"BE",2.61
2012-08-01,"BE",2.54
2012-07-01,"BE",2.69
2012-06-01,"BE",3.17
2012-05-01,"BE",3.3
2012-04-01,"BE",3.52
2012-03-01,"BE",3.53
2012-02-01,"BE",3.7
2012-01-01,"BE",4.11
2011-12-01,"BE",4.35
2011-11-01,"BE",4.84
2011-10-01,"BE",4.2
2011-09-01,"BE",3.88
2011-08-01,"BE",4.11
2011-07-01,"BE",4.22
2011-06-01,"BE",4.14
2011-05-01,"BE",4.21
2011-04-01,"BE",4.29
2011-03-01,"BE",4.21
2011-02-01,"BE",4.21
2011-01-01,"BE",4.14
2010-12-01,"BE",3.99
2010-11-01,"BE",3.48
2010-10-01,"BE",3.21
2010-09-01,"BE",3.12
2010-08-01,"BE",3.03
2010-07-01,"BE",3.29
2010-06-01,"BE",3.47
2010-05-01,"BE",3.31
2010-04-01,"BE",3.54
2010-03-01,"BE",3.63
2010-02-01,"BE",3.73
2010-01-01,"BE",3.75
2009-12-01,"BE",3.61
2009-11-01,"BE",3.64
2009-10-01,"BE",3.68
2009-09-01,"BE",3.72
2009-08-01,"BE",3.77
2009-07-01,"BE",3.92
2009-06-01,"BE",4.12
2009-05-01,"BE",4.03
2009-04-01,"BE",3.93
2009-03-01,"BE",4.03
2009-02-01,"BE",4.24
2009-01-01,"BE",4.13
2008-12-01,"BE",3.87
2008-11-01,"BE",4.26
2008-10-01,"BE",4.46
2008-09-01,"BE",4.56
2008-08-01,"BE",4.58
2008-07-01,"BE",4.85
2008-06-01,"BE",4.84
2008-05-01,"BE",4.51
2008-04-01,"BE",4.37
2008-03-01,"BE",4.23
2008-02-01,"BE",4.23
2008-01-01,"BE",4.25
2007-12-01,"BE",4.41
2007-11-01,"BE",4.28
2007-10-01,"BE",4.42
2007-09-01,"BE",4.39
2007-08-01,"BE",4.44
2007-07-01,"BE",4.62
2007-06-01,"BE",4.64
2007-05-01,"BE",4.34
2007-04-01,"BE",4.22
2007-03-01,"BE",4.01
2007-02-01,"BE",4.11
2007-01-01,"BE",4.06
2006-12-01,"BE",3.82
2006-11-01,"BE",3.76
2006-10-01,"BE",3.83
2006-09-01,"BE",3.79
2006-08-01,"BE",3.92
2006-07-01,"BE",4.04
2006-06-01,"BE",4.02
2006-05-01,"BE",4.03
2006-04-01,"BE",3.96
2006-03-01,"BE",3.7
2006-02-01,"BE",3.54
2006-01-01,"BE",3.37
2005-12-01,"BE",3.39
2005-11-01,"BE",3.49
2005-10-01,"BE",3.3
2005-09-01,"BE",3.14
2005-08-01,"BE",3.31
2005-07-01,"BE",3.3
2005-06-01,"BE",3.26
2005-05-01,"BE",3.43
2005-04-01,"BE",3.6
2005-03-01,"BE",3.76
2005-02-01,"BE",3.57
2005-01-01,"BE",3.59
2004-12-01,"BE",3.66
2004-11-01,"BE",3.85
2004-10-01,"BE",3.98
2004-09-01,"BE",4.11
2004-08-01,"BE",4.18
2004-07-01,"BE",4.34
2004-06-01,"BE",4.46
2004-05-01,"BE",4.4
2004-04-01,"BE",4.26
2004-03-01,"BE",4.07
2004-02-01,"BE",4.26
2004-01-01,"BE",4.26
2003-12-01,"BE",4.38
2003-11-01,"BE",4.43
2003-10-01,"BE",4.31
2003-09-01,"BE",4.25
2003-08-01,"BE",4.22
2003-07-01,"BE",4.06
2003-06-01,"BE",3.74
2003-05-01,"BE",3.95
2003-04-01,"BE",4.29
2003-03-01,"BE",4.15
2003-02-01,"BE",4.11
2003-01-01,"BE",4.28
2002-12-01,"BE",4.46
2002-11-01,"BE",4.64
2002-10-01,"BE",4.66
2002-09-01,"BE",4.6
2002-08-01,"BE",4.8
2002-07-01,"BE",5.09
2002-06-01,"BE",5.24
2002-05-01,"BE",5.38
2002-04-01,"BE",5.37
2002-03-01,"BE",5.37
2002-02-01,"BE",5.15
2002-01-01,"BE",5.08
2001-12-01,"BE",4.97
2001-11-01,"BE",4.75
2001-10-01,"BE",4.89
2001-09-01,"BE",5.14
2001-08-01,"BE",5.15
2001-07-01,"BE",5.35
2001-06-01,"BE",5.33
2001-05-01,"BE",5.38
2001-04-01,"BE",5.21
2001-03-01,"BE",5.08
2001-02-01,"BE",5.16
2001-01-01,"BE",5.16
2000-12-01,"BE",5.28
2000-11-01,"BE",5.52
2000-10-01,"BE",5.58
2000-09-01,"BE",5.63
2000-08-01,"BE",5.56
2000-07-01,"BE",5.6
2000-06-01,"BE",5.53
2000-05-01,"BE",5.69
2000-04-01,"BE",5.52
2000-03-01,"BE",5.62
2000-02-01,"BE",5.79
2000-01-01,"BE",5.79
1999-12-01,"BE",5.41
1999-11-01,"BE",5.3
1999-10-01,"BE",5.58
1999-09-01,"BE",5.34
1999-08-01,"BE",5.18
1999-07-01,"BE",4.94
1999-06-01,"BE",4.64
1999-05-01,"BE",4.29
1999-04-01,"BE",4.11
1999-03-01,"BE",4.26
1999-02-01,"BE",4.04
1999-01-01,"BE",3.9
1998-12-01,"BE",4.09
1998-11-01,"BE",4.33
1998-10-01,"BE",4.28
1998-09-01,"BE",4.34
1998-08-01,"BE",4.66
1998-07-01,"BE",4.88
1998-06-01,"BE",4.96
1998-05-01,"BE",5.09
1998-04-01,"BE",5.03
1998-03-01,"BE",5.03
1998-02-01,"BE",5.11
1998-01-01,"BE",5.22
1997-12-01,"BE",5.45
1997-11-01,"BE",5.68
1997-10-01,"BE",5.69
1997-09-01,"BE",5.69
1997-08-01,"BE",5.75
1997-07-01,"BE",5.64
1997-06-01,"BE",5.83
1997-05-01,"BE",5.9
1997-04-01,"BE",6.02
1997-03-01,"BE",5.85
1997-02-01,"BE",5.65
1997-01-01,"BE",5.89
1996-12-01,"BE",5.9
1996-11-01,"BE",6
1996-10-01,"BE",6.1
1996-09-01,"BE",6.45
1996-08-01,"BE",6.62
1996-07-01,"BE",6.78
1996-06-01,"BE",6.78
1996-05-01,"BE",6.69
1996-04-01,"BE",6.67
1996-03-01,"BE",6.84
1996-02-01,"BE",6.64
1996-01-01,"BE",6.44
1995-12-01,"BE",6.7
1995-11-01,"BE",6.8
1995-10-01,"BE",7.06
1995-09-01,"BE",7.04
1995-08-01,"BE",7.19
1995-07-01,"BE",7.33
1995-06-01,"BE",7.33
1995-05-01,"BE",7.59
1995-04-01,"BE",7.85
1995-03-01,"BE",8.16
1995-02-01,"BE",8.27
1995-01-01,"BE",8.45
1994-12-01,"BE",8.3
1994-11-01,"BE",8.35
1994-10-01,"BE",8.45
1994-09-01,"BE",8.58
1994-08-01,"BE",8.21
1994-07-01,"BE",7.95
1994-06-01,"BE",7.98
1994-05-01,"BE",7.54
1994-04-01,"BE",7.29
1994-03-01,"BE",7.14
1994-02-01,"BE",6.7
1994-01-01,"BE",6.52
1993-12-01,"BE",6.59
1993-11-01,"BE",6.92
1993-10-01,"BE",7.19
1993-09-01,"BE",7.22
1993-08-01,"BE",7.08
1993-07-01,"BE",7.05
1993-06-01,"BE",7.23
1993-05-01,"BE",7.43
1993-04-01,"BE",7.44
1993-03-01,"BE",7.37
1993-02-01,"BE",7.65
1993-01-01,"BE",7.57
2015-05-01,"CY",6
2015-04-01,"CY",6
2015-03-01,"CY",6
2015-02-01,"CY",6
2015-01-01,"CY",6
2014-12-01,"CY",6
2014-11-01,"CY",6
2014-10-01,"CY",6
2014-09-01,"CY",6
2014-08-01,"CY",6
2014-07-01,"CY",6
2014-06-01,"CY",6
2014-05-01,"CY",6
2014-04-01,"CY",6
2014-03-01,"CY",6
2014-02-01,"CY",6
2014-01-01,"CY",6
2013-12-01,"CY",6
2013-11-01,"CY",6
2013-10-01,"CY",6
2013-09-01,"CY",6
2013-08-01,"CY",6
2013-07-01,"CY",6
2013-06-01,"CY",7
2013-05-01,"CY",7
2013-04-01,"CY",7
2013-03-01,"CY",7
2013-02-01,"CY",7
2013-01-01,"CY",7
2012-12-01,"CY",7
2012-11-01,"CY",7
2012-10-01,"CY",7
2012-09-01,"CY",7
2012-08-01,"CY",7
2012-07-01,"CY",7
2012-06-01,"CY",7
2012-05-01,"CY",7
2012-04-01,"CY",7
2012-03-01,"CY",7
2012-02-01,"CY",7
2012-01-01,"CY",7
2011-12-01,"CY",7
2011-11-01,"CY",7
2011-10-01,"CY",7
2011-09-01,"CY",7
2011-08-01,"CY",6.42
2011-07-01,"CY",6.25
2011-06-01,"CY",5.78
2011-05-01,"CY",4.6
2011-04-01,"CY",4.6
2011-03-01,"CY",4.6
2011-02-01,"CY",4.6
2011-01-01,"CY",4.6
2010-12-01,"CY",4.6
2010-11-01,"CY",4.6
2010-10-01,"CY",4.6
2010-09-01,"CY",4.6
2010-08-01,"CY",4.6
2010-07-01,"CY",4.6
2010-06-01,"CY",4.6
2010-05-01,"CY",4.6
2010-04-01,"CY",4.6
2010-03-01,"CY",4.6
2010-02-01,"CY",4.6
2010-01-01,"CY",4.6
2009-12-01,"CY",4.6
2009-11-01,"CY",4.6
2009-10-01,"CY",4.6
2009-09-01,"CY",4.6
2009-08-01,"CY",4.6
2009-07-01,"CY",4.6
2009-06-01,"CY",4.6
2009-05-01,"CY",4.6
2009-04-01,"CY",4.6
2009-03-01,"CY",4.6
2009-02-01,"CY",4.6
2009-01-01,"CY",4.6
2008-12-01,"CY",4.6
2008-11-01,"CY",4.6
2008-10-01,"CY",4.6
2008-09-01,"CY",4.6
2008-08-01,"CY",4.6
2008-07-01,"CY",4.6
2008-06-01,"CY",4.6
2008-05-01,"CY",4.6
2008-04-01,"CY",4.6
2008-03-01,"CY",4.6
2008-02-01,"CY",4.6
2008-01-01,"CY",4.6
2007-12-01,"CY",4.6
2007-11-01,"CY",4.6
2007-10-01,"CY",4.6
2007-09-01,"CY",4.45
2007-08-01,"CY",4.44
2007-07-01,"CY",4.44
2007-06-01,"CY",4.44
2007-05-01,"CY",4.44
2007-04-01,"CY",4.44
2007-03-01,"CY",4.47
2007-02-01,"CY",4.42
2007-01-01,"CY",4.36
2006-12-01,"CY",4.26
2006-11-01,"CY",4.26
2006-10-01,"CY",4.26
2006-09-01,"CY",4.28
2006-08-01,"CY",4.28
2006-07-01,"CY",4.21
2006-06-01,"CY",4.03
2006-05-01,"CY",4.07
2006-04-01,"CY",4.07
2006-03-01,"CY",3.97
2006-02-01,"CY",3.96
2006-01-01,"CY",3.96
2005-12-01,"CY",4.09
2005-11-01,"CY",4.22
2005-10-01,"CY",4.22
2005-09-01,"CY",4.81
2005-08-01,"CY",4.84
2005-07-01,"CY",4.84
2005-06-01,"CY",5.13
2005-05-01,"CY",5.84
2005-04-01,"CY",5.87
2005-03-01,"CY",5.89
2005-02-01,"CY",6.06
2005-01-01,"CY",6.13
2004-12-01,"CY",6.26
2004-11-01,"CY",6.45
2004-10-01,"CY",6.58
2004-09-01,"CY",6.58
2004-08-01,"CY",6.58
2004-07-01,"CY",6.58
2004-06-01,"CY",5.49
2004-05-01,"CY",5.17
2004-04-01,"CY",5.17
2004-03-01,"CY",5.17
2004-02-01,"CY",4.79
2004-01-01,"CY",4.75
2003-12-01,"CY",4.75
2003-11-01,"CY",4.75
2003-10-01,"CY",4.64
2003-09-01,"CY",4.59
2003-08-01,"CY",4.59
2003-07-01,"CY",4.59
2003-06-01,"CY",4.63
2003-05-01,"CY",4.63
2003-04-01,"CY",4.8
2003-03-01,"CY",4.83
2003-02-01,"CY",4.83
2003-01-01,"CY",5.29
2002-12-01,"CY",5.37
2002-11-01,"CY",5.37
2002-10-01,"CY",5.37
2002-09-01,"CY",5.37
2002-08-01,"CY",5.37
2002-07-01,"CY",5.37
2002-06-01,"CY",5.37
2002-05-01,"CY",5.37
2002-04-01,"CY",5.37
2002-03-01,"CY",5.37
2002-02-01,"CY",7.11
2002-01-01,"CY",7.55
2001-12-01,"CY",7.55
2001-11-01,"CY",7.55
2001-10-01,"CY",7.55
2001-09-01,"CY",7.55
2001-08-01,"CY",7.55
2001-07-01,"CY",7.69
2001-06-01,"CY",7.7
2001-05-01,"CY",7.71
2001-04-01,"CY",7.63
2001-03-01,"CY",7.66
2001-02-01,"CY",7.68
2001-01-01,"CY",7.68
2000-12-01,"CY",NA
2000-11-01,"CY",NA
2000-10-01,"CY",NA
2000-09-01,"CY",NA
2000-08-01,"CY",NA
2000-07-01,"CY",NA
2000-06-01,"CY",NA
2000-05-01,"CY",NA
2000-04-01,"CY",NA
2000-03-01,"CY",NA
2000-02-01,"CY",NA
2000-01-01,"CY",NA
1999-12-01,"CY",NA
1999-11-01,"CY",NA
1999-10-01,"CY",NA
1999-09-01,"CY",NA
1999-08-01,"CY",NA
1999-07-01,"CY",NA
1999-06-01,"CY",NA
1999-05-01,"CY",NA
1999-04-01,"CY",NA
1999-03-01,"CY",NA
1999-02-01,"CY",NA
1999-01-01,"CY",NA
1998-12-01,"CY",NA
1998-11-01,"CY",NA
1998-10-01,"CY",NA
1998-09-01,"CY",NA
1998-08-01,"CY",NA
1998-07-01,"CY",NA
1998-06-01,"CY",NA
1998-05-01,"CY",NA
1998-04-01,"CY",NA
1998-03-01,"CY",NA
1998-02-01,"CY",NA
1998-01-01,"CY",NA
1997-12-01,"CY",NA
1997-11-01,"CY",NA
1997-10-01,"CY",NA
1997-09-01,"CY",NA
1997-08-01,"CY",NA
1997-07-01,"CY",NA
1997-06-01,"CY",NA
1997-05-01,"CY",NA
1997-04-01,"CY",NA
1997-03-01,"CY",NA
1997-02-01,"CY",NA
1997-01-01,"CY",NA
1996-12-01,"CY",NA
1996-11-01,"CY",NA
1996-10-01,"CY",NA
1996-09-01,"CY",NA
1996-08-01,"CY",NA
1996-07-01,"CY",NA
1996-06-01,"CY",NA
1996-05-01,"CY",NA
1996-04-01,"CY",NA
1996-03-01,"CY",NA
1996-02-01,"CY",NA
1996-01-01,"CY",NA
1995-12-01,"CY",NA
1995-11-01,"CY",NA
1995-10-01,"CY",NA
1995-09-01,"CY",NA
1995-08-01,"CY",NA
1995-07-01,"CY",NA
1995-06-01,"CY",NA
1995-05-01,"CY",NA
1995-04-01,"CY",NA
1995-03-01,"CY",NA
1995-02-01,"CY",NA
1995-01-01,"CY",NA
1994-12-01,"CY",NA
1994-11-01,"CY",NA
1994-10-01,"CY",NA
1994-09-01,"CY",NA
1994-08-01,"CY",NA
1994-07-01,"CY",NA
1994-06-01,"CY",NA
1994-05-01,"CY",NA
1994-04-01,"CY",NA
1994-03-01,"CY",NA
1994-02-01,"CY",NA
1994-01-01,"CY",NA
1993-12-01,"CY",NA
1993-11-01,"CY",NA
1993-10-01,"CY",NA
1993-09-01,"CY",NA
1993-08-01,"CY",NA
1993-07-01,"CY",NA
1993-06-01,"CY",NA
1993-05-01,"CY",NA
1993-04-01,"CY",NA
1993-03-01,"CY",NA
1993-02-01,"CY",NA
1993-01-01,"CY",NA
2015-05-01,"DE",0.56
2015-04-01,"DE",0.12
2015-03-01,"DE",0.23
2015-02-01,"DE",0.3
2015-01-01,"DE",0.39
2014-12-01,"DE",0.59
2014-11-01,"DE",0.72
2014-10-01,"DE",0.79
2014-09-01,"DE",0.92
2014-08-01,"DE",0.95
2014-07-01,"DE",1.11
2014-06-01,"DE",1.26
2014-05-01,"DE",1.33
2014-04-01,"DE",1.46
2014-03-01,"DE",1.51
2014-02-01,"DE",1.56
2014-01-01,"DE",1.76
2013-12-01,"DE",1.8
2013-11-01,"DE",1.68
2013-10-01,"DE",1.76
2013-09-01,"DE",1.89
2013-08-01,"DE",1.73
2013-07-01,"DE",1.56
2013-06-01,"DE",1.53
2013-05-01,"DE",1.29
2013-04-01,"DE",1.2
2013-03-01,"DE",1.35
2013-02-01,"DE",1.54
2013-01-01,"DE",1.51
2012-12-01,"DE",1.3
2012-11-01,"DE",1.34
2012-10-01,"DE",1.47
2012-09-01,"DE",1.49
2012-08-01,"DE",1.34
2012-07-01,"DE",1.24
2012-06-01,"DE",1.3
2012-05-01,"DE",1.34
2012-04-01,"DE",1.62
2012-03-01,"DE",1.83
2012-02-01,"DE",1.85
2012-01-01,"DE",1.82
2011-12-01,"DE",1.93
2011-11-01,"DE",1.87
2011-10-01,"DE",2
2011-09-01,"DE",1.83
2011-08-01,"DE",2.21
2011-07-01,"DE",2.74
2011-06-01,"DE",2.89
2011-05-01,"DE",3.06
2011-04-01,"DE",3.34
2011-03-01,"DE",3.21
2011-02-01,"DE",3.2
2011-01-01,"DE",3.02
2010-12-01,"DE",2.91
2010-11-01,"DE",2.53
2010-10-01,"DE",2.35
2010-09-01,"DE",2.3
2010-08-01,"DE",2.35
2010-07-01,"DE",2.62
2010-06-01,"DE",2.54
2010-05-01,"DE",2.73
2010-04-01,"DE",3.06
2010-03-01,"DE",3.1
2010-02-01,"DE",3.17
2010-01-01,"DE",3.26
2009-12-01,"DE",3.14
2009-11-01,"DE",3.22
2009-10-01,"DE",3.21
2009-09-01,"DE",3.26
2009-08-01,"DE",3.31
2009-07-01,"DE",3.34
2009-06-01,"DE",3.47
2009-05-01,"DE",3.37
2009-04-01,"DE",3.13
2009-03-01,"DE",3.02
2009-02-01,"DE",3.13
2009-01-01,"DE",3.07
2008-12-01,"DE",3.05
2008-11-01,"DE",3.56
2008-10-01,"DE",3.88
2008-09-01,"DE",4.09
2008-08-01,"DE",4.2
2008-07-01,"DE",4.49
2008-06-01,"DE",4.52
2008-05-01,"DE",4.2
2008-04-01,"DE",4.04
2008-03-01,"DE",3.8
2008-02-01,"DE",3.95
2008-01-01,"DE",4.03
2007-12-01,"DE",4.21
2007-11-01,"DE",4.09
2007-10-01,"DE",4.28
2007-09-01,"DE",4.22
2007-08-01,"DE",4.3
2007-07-01,"DE",4.5
2007-06-01,"DE",4.56
2007-05-01,"DE",4.28
2007-04-01,"DE",4.15
2007-03-01,"DE",3.94
2007-02-01,"DE",4.05
2007-01-01,"DE",4.02
2006-12-01,"DE",3.77
2006-11-01,"DE",3.71
2006-10-01,"DE",3.79
2006-09-01,"DE",3.75
2006-08-01,"DE",3.88
2006-07-01,"DE",4.01
2006-06-01,"DE",3.96
2006-05-01,"DE",3.96
2006-04-01,"DE",3.89
2006-03-01,"DE",3.64
2006-02-01,"DE",3.47
2006-01-01,"DE",3.32
2005-12-01,"DE",3.34
2005-11-01,"DE",3.45
2005-10-01,"DE",3.24
2005-09-01,"DE",3.07
2005-08-01,"DE",3.23
2005-07-01,"DE",3.2
2005-06-01,"DE",3.13
2005-05-01,"DE",3.3
2005-04-01,"DE",3.48
2005-03-01,"DE",3.7
2005-02-01,"DE",3.54
2005-01-01,"DE",3.56
2004-12-01,"DE",3.58
2004-11-01,"DE",3.78
2004-10-01,"DE",3.89
2004-09-01,"DE",4.02
2004-08-01,"DE",4.08
2004-07-01,"DE",4.24
2004-06-01,"DE",4.31
2004-05-01,"DE",4.25
2004-04-01,"DE",4.1
2004-03-01,"DE",3.91
2004-02-01,"DE",4.11
2004-01-01,"DE",4.17
2003-12-01,"DE",4.29
